DEBUG 2020-03-28 20:27:30,970  2758ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2020-03-28 20:27:38,916 10704ms MyExtensions           CheckRight         - CheckRight 1100000000 - False 
INFO  2020-03-28 20:27:38,920 10709ms MyExtensions           CheckRight         - CheckRight 1500000000 - False 
INFO  2020-03-28 20:27:38,920 10709ms MyExtensions           CheckRight         - CheckRight 1900000000 - False 
INFO  2020-03-28 20:27:38,921 10710ms MyExtensions           CheckRight         - CheckRight 2300000000 - False 
INFO  2020-03-28 20:27:38,921 10710ms MyExtensions           CheckRight         - CheckRight 2700000000 - False 
INFO  2020-03-28 20:27:38,922 10711ms MyExtensions           CheckRight         - CheckRight 3100000000 - False 
INFO  2020-03-28 20:27:38,943 10732ms MyExtensions           CheckRight         - CheckRight 3500000000 - False 
INFO  2020-03-28 20:27:38,945 10733ms MyExtensions           CheckRight         - CheckRight 3900000000 - False 
INFO  2020-03-28 20:27:38,945 10734ms MyExtensions           CheckRight         - CheckRight 4300000000 - False 
INFO  2020-03-28 20:27:38,945 10734ms MyExtensions           CheckRight         - CheckRight 4700000000 - False 
INFO  2020-03-28 20:27:38,945 10734ms MyExtensions           CheckRight         - CheckRight 5100000000 - False 
INFO  2020-03-28 20:27:38,946 10735ms MyExtensions           CheckRight         - CheckRight 5500000000 - False 
INFO  2020-03-28 20:27:38,946 10735ms MyExtensions           CheckRight         - CheckRight 5900000000 - False 
INFO  2020-03-28 20:27:38,946 10735ms MyExtensions           CheckRight         - CheckRight 6300000000 - False 
INFO  2020-03-28 20:27:38,948 10736ms MyExtensions           CheckRight         - CheckRight 7100000001 - False 
INFO  2020-03-28 20:27:38,948 10736ms MyExtensions           CheckRight         - CheckRight 7500000001 - False 
DEBUG 2020-03-28 20:27:38,948 10737ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2020-03-28 20:27:46,735 18524ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2020-03-28 20:28:36,729 68517ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2020-03-28 20:28:47,802 79591ms AccountController      LogOn              - User azim logon
DEBUG 2020-03-28 20:28:47,813 79601ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2020-03-28 20:28:47,850 79638ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2020-03-28 20:28:47,875 79664ms MyExtensions           CheckRight         - CheckRight 1100000000 - True 
INFO  2020-03-28 20:28:47,876 79664ms MyExtensions           CheckRight         - CheckRight 1500000000 - True 
INFO  2020-03-28 20:28:47,876 79664ms MyExtensions           CheckRight         - CheckRight 1900000000 - True 
INFO  2020-03-28 20:28:47,876 79664ms MyExtensions           CheckRight         - CheckRight 2300000000 - True 
INFO  2020-03-28 20:28:47,877 79665ms MyExtensions           CheckRight         - CheckRight 2700000000 - True 
INFO  2020-03-28 20:28:47,877 79665ms MyExtensions           CheckRight         - CheckRight 3100000000 - True 
INFO  2020-03-28 20:28:47,877 79665ms MyExtensions           CheckRight         - CheckRight 3500000000 - True 
INFO  2020-03-28 20:28:47,878 79666ms MyExtensions           CheckRight         - CheckRight 3900000000 - True 
INFO  2020-03-28 20:28:47,878 79666ms MyExtensions           CheckRight         - CheckRight 4300000000 - True 
INFO  2020-03-28 20:28:47,879 79667ms MyExtensions           CheckRight         - CheckRight 4700000000 - True 
INFO  2020-03-28 20:28:47,879 79667ms MyExtensions           CheckRight         - CheckRight 5100000000 - True 
INFO  2020-03-28 20:28:47,879 79667ms MyExtensions           CheckRight         - CheckRight 5500000000 - True 
INFO  2020-03-28 20:28:47,880 79668ms MyExtensions           CheckRight         - CheckRight 5900000000 - True 
INFO  2020-03-28 20:28:47,880 79668ms MyExtensions           CheckRight         - CheckRight 6300000000 - True 
INFO  2020-03-28 20:28:47,881 79669ms MyExtensions           CheckRight         - CheckRight 7100000001 - True 
INFO  2020-03-28 20:28:47,881 79669ms MyExtensions           CheckRight         - CheckRight 7500000001 - True 
DEBUG 2020-03-28 20:28:48,427 80216ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2020-03-28 20:28:48,443 80231ms MyExtensions           serApplicationName - GetCurrentEmployee
DEBUG 2020-03-28 20:28:48,446 80234ms MyExtensions           serApplicationName - GetCurrentEmployee
DEBUG 2020-03-28 20:28:48,448 80236ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2020-03-28 20:28:49,017 80806ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2020-03-28 20:28:49,020 80808ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2020-03-28 20:29:31,317 123105ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2020-03-28 20:29:31,339 123127ms MyExtensions           CheckRight         - CheckRight 1100000000 - True 
INFO  2020-03-28 20:29:31,340 123128ms MyExtensions           CheckRight         - CheckRight 1500000000 - True 
INFO  2020-03-28 20:29:31,340 123128ms MyExtensions           CheckRight         - CheckRight 1900000000 - True 
