DEBUG 2020-04-06 01:22:47,856  8501ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2020-04-06 01:22:52,167 12813ms MyExtensions           CheckRight         - CheckRight 1100000000 - False 
INFO  2020-04-06 01:22:52,172 12818ms MyExtensions           CheckRight         - CheckRight 1500000000 - False 
INFO  2020-04-06 01:22:52,173 12819ms MyExtensions           CheckRight         - CheckRight 1900000000 - False 
INFO  2020-04-06 01:22:52,174 12820ms MyExtensions           CheckRight         - CheckRight 2300000000 - False 
INFO  2020-04-06 01:22:52,175 12821ms MyExtensions           CheckRight         - CheckRight 2700000000 - False 
INFO  2020-04-06 01:22:52,176 12822ms MyExtensions           CheckRight         - CheckRight 3100000000 - False 
INFO  2020-04-06 01:22:52,177 12823ms MyExtensions           CheckRight         - CheckRight 3500000000 - False 
INFO  2020-04-06 01:22:52,177 12823ms MyExtensions           CheckRight         - CheckRight 3900000000 - False 
INFO  2020-04-06 01:22:52,178 12824ms MyExtensions           CheckRight         - CheckRight 4300000000 - False 
INFO  2020-04-06 01:22:52,178 12824ms MyExtensions           CheckRight         - CheckRight 4700000000 - False 
INFO  2020-04-06 01:22:52,179 12825ms MyExtensions           CheckRight         - CheckRight 5100000000 - False 
INFO  2020-04-06 01:22:52,179 12825ms MyExtensions           CheckRight         - CheckRight 5500000000 - False 
INFO  2020-04-06 01:22:52,180 12826ms MyExtensions           CheckRight         - CheckRight 5900000000 - False 
INFO  2020-04-06 01:22:52,180 12826ms MyExtensions           CheckRight         - CheckRight 6300000000 - False 
INFO  2020-04-06 01:22:52,181 12827ms MyExtensions           CheckRight         - CheckRight 7100000001 - False 
INFO  2020-04-06 01:22:52,181 12827ms MyExtensions           CheckRight         - CheckRight 7500000001 - False 
DEBUG 2020-04-06 01:22:52,182 12828ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2020-04-06 01:23:07,498 28143ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2020-04-06 01:23:28,731 49376ms AccountController      CheckRoles         - User 123456789012 authenthicated by cookie
