DEBUG 2019-06-25 00:18:08,750 14025ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-06-25 00:18:13,658 18933ms MyExtensions           CheckRight         - CheckRight 1100000000 - False 
INFO  2019-06-25 00:18:13,663 18938ms MyExtensions           CheckRight         - CheckRight 1500000000 - False 
INFO  2019-06-25 00:18:13,664 18939ms MyExtensions           CheckRight         - CheckRight 1900000000 - False 
INFO  2019-06-25 00:18:13,665 18940ms MyExtensions           CheckRight         - CheckRight 2300000000 - False 
INFO  2019-06-25 00:18:13,665 18940ms MyExtensions           CheckRight         - CheckRight 2700000000 - False 
INFO  2019-06-25 00:18:13,666 18941ms MyExtensions           CheckRight         - CheckRight 3100000000 - False 
INFO  2019-06-25 00:18:13,667 18942ms MyExtensions           CheckRight         - CheckRight 3500000000 - False 
INFO  2019-06-25 00:18:13,667 18942ms MyExtensions           CheckRight         - CheckRight 3900000000 - False 
INFO  2019-06-25 00:18:13,668 18943ms MyExtensions           CheckRight         - CheckRight 4300000000 - False 
INFO  2019-06-25 00:18:13,669 18944ms MyExtensions           CheckRight         - CheckRight 4700000000 - False 
INFO  2019-06-25 00:18:13,669 18944ms MyExtensions           CheckRight         - CheckRight 5100000000 - False 
INFO  2019-06-25 00:18:13,670 18945ms MyExtensions           CheckRight         - CheckRight 5500000000 - False 
INFO  2019-06-25 00:18:13,670 18945ms MyExtensions           CheckRight         - CheckRight 5900000000 - False 
INFO  2019-06-25 00:18:13,671 18946ms MyExtensions           CheckRight         - CheckRight 6300000000 - False 
INFO  2019-06-25 00:18:13,671 18946ms MyExtensions           CheckRight         - CheckRight 7100000001 - False 
INFO  2019-06-25 00:18:13,672 18947ms MyExtensions           CheckRight         - CheckRight 7500000001 - False 
DEBUG 2019-06-25 00:18:13,673 18948ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-06-25 00:18:36,824 42099ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-06-25 00:18:59,946 65221ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-06-25 00:19:14,121 79396ms AccountController      LogOn              - User azim logon
DEBUG 2019-06-25 00:19:14,137 79412ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:19:15,099 80374ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-06-25 00:19:15,142 80417ms MyExtensions           CheckRight         - CheckRight 1100000000 - True 
INFO  2019-06-25 00:19:15,144 80419ms MyExtensions           CheckRight         - CheckRight 1500000000 - True 
INFO  2019-06-25 00:19:15,145 80420ms MyExtensions           CheckRight         - CheckRight 1900000000 - True 
INFO  2019-06-25 00:19:15,147 80422ms MyExtensions           CheckRight         - CheckRight 2300000000 - True 
INFO  2019-06-25 00:19:15,148 80423ms MyExtensions           CheckRight         - CheckRight 2700000000 - True 
INFO  2019-06-25 00:19:15,149 80424ms MyExtensions           CheckRight         - CheckRight 3100000000 - True 
INFO  2019-06-25 00:19:15,149 80424ms MyExtensions           CheckRight         - CheckRight 3500000000 - True 
INFO  2019-06-25 00:19:15,150 80425ms MyExtensions           CheckRight         - CheckRight 3900000000 - True 
INFO  2019-06-25 00:19:15,150 80425ms MyExtensions           CheckRight         - CheckRight 4300000000 - True 
INFO  2019-06-25 00:19:15,151 80426ms MyExtensions           CheckRight         - CheckRight 4700000000 - True 
INFO  2019-06-25 00:19:15,152 80427ms MyExtensions           CheckRight         - CheckRight 5100000000 - True 
INFO  2019-06-25 00:19:15,152 80427ms MyExtensions           CheckRight         - CheckRight 5500000000 - True 
INFO  2019-06-25 00:19:15,153 80428ms MyExtensions           CheckRight         - CheckRight 5900000000 - True 
INFO  2019-06-25 00:19:15,153 80428ms MyExtensions           CheckRight         - CheckRight 6300000000 - True 
INFO  2019-06-25 00:19:15,154 80429ms MyExtensions           CheckRight         - CheckRight 7100000001 - True 
INFO  2019-06-25 00:19:15,155 80430ms MyExtensions           CheckRight         - CheckRight 7500000001 - True 
DEBUG 2019-06-25 00:19:33,622 98897ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-06-25 00:19:33,643 98918ms MyExtensions           serApplicationName - GetCurrentEmployee
DEBUG 2019-06-25 00:19:33,645 98920ms MyExtensions           serApplicationName - GetCurrentEmployee
DEBUG 2019-06-25 00:19:33,694 98969ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:19:33,696 98971ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-06-25 00:20:27,990 153265ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-06-25 00:20:28,031 153306ms MyExtensions           CheckRight         - CheckRight 1100000000 - True 
INFO  2019-06-25 00:20:28,032 153307ms MyExtensions           CheckRight         - CheckRight 1500000000 - True 
INFO  2019-06-25 00:20:28,033 153308ms MyExtensions           CheckRight         - CheckRight 1900000000 - True 
INFO  2019-06-25 00:20:28,034 153309ms MyExtensions           CheckRight         - CheckRight 2300000000 - True 
INFO  2019-06-25 00:20:28,035 153310ms MyExtensions           CheckRight         - CheckRight 2700000000 - True 
INFO  2019-06-25 00:20:28,035 153310ms MyExtensions           CheckRight         - CheckRight 3100000000 - True 
INFO  2019-06-25 00:20:28,036 153311ms MyExtensions           CheckRight         - CheckRight 3500000000 - True 
INFO  2019-06-25 00:20:28,036 153311ms MyExtensions           CheckRight         - CheckRight 3900000000 - True 
INFO  2019-06-25 00:20:28,037 153312ms MyExtensions           CheckRight         - CheckRight 4300000000 - True 
INFO  2019-06-25 00:20:28,037 153312ms MyExtensions           CheckRight         - CheckRight 4700000000 - True 
INFO  2019-06-25 00:20:28,037 153312ms MyExtensions           CheckRight         - CheckRight 5100000000 - True 
INFO  2019-06-25 00:20:28,037 153312ms MyExtensions           CheckRight         - CheckRight 5500000000 - True 
INFO  2019-06-25 00:20:28,038 153313ms MyExtensions           CheckRight         - CheckRight 5900000000 - True 
INFO  2019-06-25 00:20:28,038 153313ms MyExtensions           CheckRight         - CheckRight 6300000000 - True 
INFO  2019-06-25 00:20:28,038 153313ms MyExtensions           CheckRight         - CheckRight 7100000001 - True 
INFO  2019-06-25 00:20:28,039 153314ms MyExtensions           CheckRight         - CheckRight 7500000001 - True 
DEBUG 2019-06-25 00:20:28,097 153372ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:20:28,925 154200ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-06-25 00:20:34,268 159543ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-06-25 00:20:34,287 159562ms MyExtensions           serApplicationName - GetCurrentEmployee
DEBUG 2019-06-25 00:20:34,288 159563ms MyExtensions           serApplicationName - GetCurrentEmployee
DEBUG 2019-06-25 00:20:34,293 159568ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,279 214554ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,323 214598ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,431 214706ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,435 214710ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,440 214715ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,442 214717ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,446 214721ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,448 214723ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,457 214732ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,460 214735ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,464 214739ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,469 214744ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,473 214748ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,474 214749ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,479 214754ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,481 214756ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,492 214767ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,494 214769ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,507 214782ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,510 214785ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,514 214789ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,518 214793ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,524 214799ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,526 214801ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,531 214806ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,534 214809ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,539 214814ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,541 214816ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,546 214821ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,548 214823ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,556 214831ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,558 214833ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,563 214838ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,566 214841ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,574 214849ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,576 214851ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,590 214865ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,594 214869ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,602 214877ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,606 214881ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,623 214898ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,626 214901ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,641 214916ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,643 214918ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,648 214923ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,651 214926ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,658 214933ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,660 214935ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,665 214940ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,669 214944ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,677 214952ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,678 214953ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,682 214956ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,685 214959ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,691 214965ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,693 214967ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,697 214971ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,698 214972ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,710 214985ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,712 214987ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,719 214994ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,723 214998ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,728 215003ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,730 215005ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,744 215019ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,746 215021ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,756 215031ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,759 215034ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,765 215040ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,768 215043ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,780 215055ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,783 215058ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,794 215069ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,796 215071ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,811 215086ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,813 215088ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,825 215100ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,826 215101ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,831 215106ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,835 215110ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,845 215120ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,847 215122ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,859 215134ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,864 215139ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,878 215152ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,888 215162ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,902 215177ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-06-25 00:21:29,907 215182ms MyExtensions           GetRolesId         - GetRolesId
