DEBUG 2019-10-20 00:49:10,609  7534ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-10-20 00:49:15,785 12710ms MyExtensions           CheckRight         - CheckRight 1100000000 - False 
INFO  2019-10-20 00:49:15,787 12712ms MyExtensions           CheckRight         - CheckRight 1500000000 - False 
INFO  2019-10-20 00:49:15,787 12712ms MyExtensions           CheckRight         - CheckRight 1900000000 - False 
INFO  2019-10-20 00:49:15,787 12712ms MyExtensions           CheckRight         - CheckRight 2300000000 - False 
INFO  2019-10-20 00:49:15,787 12712ms MyExtensions           CheckRight         - CheckRight 2700000000 - False 
INFO  2019-10-20 00:49:15,792 12716ms MyExtensions           CheckRight         - CheckRight 3100000000 - False 
INFO  2019-10-20 00:49:15,792 12716ms MyExtensions           CheckRight         - CheckRight 3500000000 - False 
INFO  2019-10-20 00:49:15,793 12718ms MyExtensions           CheckRight         - CheckRight 3900000000 - False 
INFO  2019-10-20 00:49:15,793 12718ms MyExtensions           CheckRight         - CheckRight 4300000000 - False 
INFO  2019-10-20 00:49:15,793 12718ms MyExtensions           CheckRight         - CheckRight 4700000000 - False 
INFO  2019-10-20 00:49:15,794 12719ms MyExtensions           CheckRight         - CheckRight 5100000000 - False 
INFO  2019-10-20 00:49:15,794 12719ms MyExtensions           CheckRight         - CheckRight 5500000000 - False 
INFO  2019-10-20 00:49:15,795 12720ms MyExtensions           CheckRight         - CheckRight 5900000000 - False 
INFO  2019-10-20 00:49:15,795 12720ms MyExtensions           CheckRight         - CheckRight 6300000000 - False 
INFO  2019-10-20 00:49:15,796 12721ms MyExtensions           CheckRight         - CheckRight 7100000001 - False 
INFO  2019-10-20 00:49:15,796 12721ms MyExtensions           CheckRight         - CheckRight 7500000001 - False 
DEBUG 2019-10-20 00:49:15,797 12722ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-10-20 00:49:34,432 31357ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
DEBUG 2019-10-20 00:49:49,975 46900ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-10-20 00:53:57,400 294325ms AccountController      LogOn              - User azim logon
DEBUG 2019-10-20 00:53:57,418 294343ms MyExtensions           GetRolesId         - GetRolesId
DEBUG 2019-10-20 00:53:57,465 294390ms MyExtensions           GetCurrentUserId   - GetCurrentEmployee
INFO  2019-10-20 00:53:57,719 294644ms MyExtensions           CheckRight         - CheckRight 1100000000 - True 
INFO  2019-10-20 00:53:57,721 294645ms MyExtensions           CheckRight         - CheckRight 1500000000 - True 
INFO  2019-10-20 00:53:57,722 294646ms MyExtensions           CheckRight         - CheckRight 1900000000 - True 
INFO  2019-10-20 00:53:57,722 294646ms MyExtensions           CheckRight         - CheckRight 2300000000 - True 
INFO  2019-10-20 00:53:57,723 294647ms MyExtensions           CheckRight         - CheckRight 2700000000 - True 
INFO  2019-10-20 00:53:57,723 294647ms MyExtensions           CheckRight         - CheckRight 3100000000 - True 
INFO  2019-10-20 00:53:57,723 294647ms MyExtensions           CheckRight         - CheckRight 3500000000 - True 
INFO  2019-10-20 00:53:57,723 294647ms MyExtensions           CheckRight         - CheckRight 3900000000 - True 
INFO  2019-10-20 00:53:57,723 294647ms MyExtensions           CheckRight         - CheckRight 4300000000 - True 
INFO  2019-10-20 00:53:57,723 294647ms MyExtensions           CheckRight         - CheckRight 4700000000 - True 
INFO  2019-10-20 00:53:57,726 294650ms MyExtensions           CheckRight         - CheckRight 5100000000 - True 
INFO  2019-10-20 00:53:57,726 294650ms MyExtensions           CheckRight         - CheckRight 5500000000 - True 
